match_id,ipl_season,team1,team2,toss_winner,toss_decision,match_won_by,win_type,win_margin,venue
1136599,2018,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,5.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1136600,2018,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,runs,15.0,Sawai Mansingh Stadium
1136601,2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,102.0,"Eden Gardens, Kolkata"
1136602,2018,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,9.0,"Arun Jaitley Stadium, Delhi"
1136603,2018,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,wickets,4.0,Sawai Mansingh Stadium
1136604,2018,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,runs,31.0,Holkar Cricket Stadium
1136605,2018,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,5.0,"Arun Jaitley Stadium, Delhi"
1136606,2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,8.0,"Maharashtra Cricket Association Stadium, Pune"
1136607,2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,"Wankhede Stadium, Mumbai"
1136608,2018,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,10.0,Holkar Cricket Stadium
1136609,2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,"Eden Gardens, Kolkata"
1136610,2018,Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,runs,3.0,"Wankhede Stadium, Mumbai"
1136611,2018,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,runs,14.0,"M Chinnaswamy Stadium, Bengaluru"
1136612,2018,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,runs,34.0,"Arun Jaitley Stadium, Delhi"
1136613,2018,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Rajasthan Royals,runs,30.0,Sawai Mansingh Stadium
1136614,2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,5.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1136615,2018,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Delhi Capitals,runs,11.0,"Arun Jaitley Stadium, Delhi"
1136616,2018,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,"Maharashtra Cricket Association Stadium, Pune"
1136617,2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,2.0,"Wankhede Stadium, Mumbai"
1136618,2018,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,25.0,"Eden Gardens, Kolkata"
1136619,2018,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,14.0,"Eden Gardens, Kolkata"
1136620,2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,8.0,"Wankhede Stadium, Mumbai"
1175356,2019,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1175357,2019,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,"Eden Gardens, Kolkata"
1175358,2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,37.0,"Wankhede Stadium, Mumbai"
1175359,2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,runs,14.0,Sawai Mansingh Stadium
1175360,2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,wickets,6.0,"Arun Jaitley Stadium, Delhi"
1175361,2019,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,runs,28.0,"Eden Gardens, Kolkata"
1175362,2019,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Mumbai Indians,runs,6.0,"M Chinnaswamy Stadium, Bengaluru"
1175363,2019,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,5.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1175364,2019,Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,8.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1175365,2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,,,,"Arun Jaitley Stadium, Delhi"
1175366,2019,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,118.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1175367,2019,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,8.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1175368,2019,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,runs,14.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1175369,2019,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,Sawai Mansingh Stadium
1175370,2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,37.0,"Wankhede Stadium, Mumbai"
1175371,2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,"Arun Jaitley Stadium, Delhi"
1175372,2019,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,"M Chinnaswamy Stadium, Bengaluru"
1178393,2019,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,22.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1178394,2019,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,runs,40.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1178395,2019,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4.0,"M Chinnaswamy Stadium, Bengaluru"
1178396,2019,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,Sawai Mansingh Stadium
1178397,2019,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1178398,2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1178399,2019,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,3.0,"Wankhede Stadium, Mumbai"
1178400,2019,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,Sawai Mansingh Stadium
1178401,2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,"Eden Gardens, Kolkata"
1178402,2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,"Wankhede Stadium, Mumbai"
1178403,2019,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,8.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1178404,2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,"Eden Gardens, Kolkata"
1178405,2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,runs,39.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1178406,2019,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,"Wankhede Stadium, Mumbai"
1178407,2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,runs,12.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1178408,2019,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Sunrisers Hyderabad,wickets,6.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1178409,2019,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,runs,40.0,"Arun Jaitley Stadium, Delhi"
1178410,2019,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bengaluru,runs,10.0,"Eden Gardens, Kolkata"
1178411,2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,5.0,Sawai Mansingh Stadium
1178412,2019,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5.0,"Arun Jaitley Stadium, Delhi"
1178413,2019,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1178414,2019,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,1.0,"M Chinnaswamy Stadium, Bengaluru"
1178415,2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,Sawai Mansingh Stadium
1178416,2019,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1178417,2019,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,17.0,"M Chinnaswamy Stadium, Bengaluru"
1178418,2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,"Eden Gardens, Kolkata"
1178419,2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,46.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1178420,2019,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,Sawai Mansingh Stadium
1178421,2019,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,Delhi Capitals,runs,16.0,"Arun Jaitley Stadium, Delhi"
1178422,2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,34.0,"Eden Gardens, Kolkata"
1178423,2019,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,runs,45.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1178424,2019,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,,,,"M Chinnaswamy Stadium, Bengaluru"
1178425,2019,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,80.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1178426,2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,,,,"Wankhede Stadium, Mumbai"
1178427,2019,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1178428,2019,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Delhi Capitals,wickets,5.0,"Arun Jaitley Stadium, Delhi"
1178429,2019,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,"M Chinnaswamy Stadium, Bengaluru"
1178430,2019,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1178431,2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,"Wankhede Stadium, Mumbai"
1181764,2019,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians,wickets,6.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1181766,2019,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,2.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
1181767,2019,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
1181768,2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,runs,1.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1216492,2020,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,Sheikh Zayed Stadium
1216493,2020,Delhi Capitals,Punjab Kings,Punjab Kings,field,,,,Dubai International Cricket Stadium
1216494,2020,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,Royal Challengers Bengaluru,wickets,8.0,Sheikh Zayed Stadium
1216495,2020,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,10.0,Sharjah Cricket Stadium
1216496,2020,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,runs,16.0,Sharjah Cricket Stadium
1216497,2020,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,runs,59.0,Sheikh Zayed Stadium
1216498,2020,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,runs,12.0,Dubai International Cricket Stadium
1216499,2020,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,Sheikh Zayed Stadium
1216500,2020,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,46.0,Sharjah Cricket Stadium
1216501,2020,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,10.0,Sheikh Zayed Stadium
1216502,2020,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,Sharjah Cricket Stadium
1216503,2020,Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,runs,48.0,Sheikh Zayed Stadium
1216504,2020,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,37.0,Dubai International Cricket Stadium
1216505,2020,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,Sheikh Zayed Stadium
1216506,2020,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,9.0,Sheikh Zayed Stadium
1216507,2020,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,5.0,Dubai International Cricket Stadium
1216508,2020,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,49.0,Sheikh Zayed Stadium
1216509,2020,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,wickets,5.0,Sharjah Cricket Stadium
1216510,2020,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Punjab Kings,runs,97.0,Dubai International Cricket Stadium
1216511,2020,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,runs,57.0,Sheikh Zayed Stadium
1216512,2020,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,,,,Sheikh Zayed Stadium
1216513,2020,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Chennai Super Kings,wickets,10.0,Dubai International Cricket Stadium
1216514,2020,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Royal Challengers Bengaluru,wickets,8.0,Sheikh Zayed Stadium
1216515,2020,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,18.0,Sharjah Cricket Stadium
1216516,2020,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,7.0,Dubai International Cricket Stadium
1216517,2020,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,,,,Dubai International Cricket Stadium
1216518,2020,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,Dubai International Cricket Stadium
1216519,2020,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Delhi Capitals,runs,59.0,Dubai International Cricket Stadium
1216520,2020,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,8.0,Sharjah Cricket Stadium
1216521,2020,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,10.0,Sharjah Cricket Stadium
1216522,2020,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Royal Challengers Bengaluru,wickets,7.0,Dubai International Cricket Stadium
1216523,2020,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,2.0,Sheikh Zayed Stadium
1216524,2020,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,88.0,Dubai International Cricket Stadium
1216525,2020,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,37.0,Dubai International Cricket Stadium
1216526,2020,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,8.0,Sheikh Zayed Stadium
1216527,2020,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,Sharjah Cricket Stadium
1216528,2020,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,runs,20.0,Dubai International Cricket Stadium
1216529,2020,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,5.0,Sheikh Zayed Stadium
1216530,2020,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,60.0,Dubai International Cricket Stadium
1216531,2020,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Punjab Kings,wickets,8.0,Sharjah Cricket Stadium
1216532,2020,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,15.0,Sheikh Zayed Stadium
1216533,2020,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,wickets,7.0,Sheikh Zayed Stadium
1216534,2020,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,runs,10.0,Dubai International Cricket Stadium
1216535,2020,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,Dubai International Cricket Stadium
1216536,2020,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,Dubai International Cricket Stadium
1216537,2020,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,Sheikh Zayed Stadium
1216538,2020,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,34.0,Sharjah Cricket Stadium
1216539,2020,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,runs,44.0,Dubai International Cricket Stadium
1216540,2020,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,82.0,Sharjah Cricket Stadium
1216541,2020,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,8.0,Sheikh Zayed Stadium
1216542,2020,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,69.0,Dubai International Cricket Stadium
1216543,2020,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,13.0,Dubai International Cricket Stadium
1216544,2020,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Chennai Super Kings,wickets,8.0,Dubai International Cricket Stadium
1216545,2020,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,7.0,Sheikh Zayed Stadium
1216546,2020,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Punjab Kings,wickets,5.0,Dubai International Cricket Stadium
1216547,2020,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,,,,Dubai International Cricket Stadium
1237177,2020,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,57.0,Dubai International Cricket Stadium
1237178,2020,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6.0,Sheikh Zayed Stadium
1237180,2020,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,runs,17.0,Sheikh Zayed Stadium
1237181,2020,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,5.0,Dubai International Cricket Stadium
1254058,2021,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,2.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1254059,2021,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,"Wankhede Stadium, Mumbai"
1254060,2021,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,10.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1254061,2021,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,runs,4.0,"Wankhede Stadium, Mumbai"
1254062,2021,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,10.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1254063,2021,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,runs,6.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1254064,2021,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,"Wankhede Stadium, Mumbai"
1254065,2021,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,"Wankhede Stadium, Mumbai"
1254066,2021,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,13.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1254067,2021,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,38.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1254068,2021,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,"Wankhede Stadium, Mumbai"
1254069,2021,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,45.0,"Wankhede Stadium, Mumbai"
1254070,2021,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,wickets,6.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1254071,2021,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad,wickets,9.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1254072,2021,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,18.0,"Wankhede Stadium, Mumbai"
1254073,2021,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,10.0,"Wankhede Stadium, Mumbai"
1254074,2021,Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,9.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1254075,2021,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,"Wankhede Stadium, Mumbai"
1254076,2021,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,runs,69.0,"Wankhede Stadium, Mumbai"
1254077,2021,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,,,,"MA Chidambaram Stadium, Chepauk, Chennai"
1254078,2021,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,"Narendra Modi Stadium, Ahmedabad"
1254079,2021,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,1.0,"Narendra Modi Stadium, Ahmedabad"
1254080,2021,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,7.0,"Arun Jaitley Stadium, Delhi"
1254081,2021,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7.0,"Arun Jaitley Stadium, Delhi"
1254082,2021,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,"Narendra Modi Stadium, Ahmedabad"
1254083,2021,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Punjab Kings,runs,34.0,"Narendra Modi Stadium, Ahmedabad"
1254084,2021,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,4.0,"Arun Jaitley Stadium, Delhi"
1254085,2021,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,55.0,"Arun Jaitley Stadium, Delhi"
1254086,2021,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,"Narendra Modi Stadium, Ahmedabad"
1254087,2021,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Kolkata Knight Riders,wickets,9.0,"Zayed Cricket Stadium, Abu Dhabi"
1254088,2021,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,42.0,"Zayed Cricket Stadium, Abu Dhabi"
1254089,2021,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,"Zayed Cricket Stadium, Abu Dhabi"
1254090,2021,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,6.0,Sharjah Cricket Stadium
1254091,2021,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,Sharjah Cricket Stadium
1254092,2021,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,3.0,Sharjah Cricket Stadium
1254093,2021,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,Sharjah Cricket Stadium
1254094,2021,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,Dubai International Cricket Stadium
